Bill,Bill Type,Bill Num,Session,Bill Status,Money Given in Favor of Bill,Money Given in against the Bill,Bill Title,Bill URL
1079439,s,3240,112,PASSED,581721,36075,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079439/total-contributions
1079431,s,3240,112,PASSED,4024701,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079431/total-contributions
1080088,s,3240,112,NOT PASSED,1708172,3082567,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1080088/total-contributions
1078993,s,3240,112,NOT PASSED,10543614,8019246,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1078993/total-contributions
1079412,s,3240,112,PASSED,1027417,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079412/total-contributions
1079414,s,3240,112,PASSED,36075,492684,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079414/total-contributions
1078978,s,3240,112,PASSED,41904156,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1078978/total-contributions
1078973,s,3240,112,PASSED,3650976,4863188,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1078973/total-contributions
1078975,s,3240,112,NOT PASSED,0,19249908,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1078975/total-contributions
1078974,s,3240,112,PASSED,1846965,36075,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1078974/total-contributions
1078977,s,3240,112,NOT PASSED,0,43239329,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1078977/total-contributions
1078976,s,3240,112,PASSED,2666418,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1078976/total-contributions
1079408,s,3240,112,PASSED,10704984,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079408/total-contributions
1072516,s,3240,112,PASSED,37654265,8997562,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1072516/total-contributions
1079509,s,3240,112,PASSED,12354923,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079509/total-contributions
1079508,s,3240,112,PASSED,14120164,26647678,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079508/total-contributions
1079503,s,3240,112,NOT PASSED,8997562,9872420,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079503/total-contributions
1079502,s,3240,112,NOT PASSED,19079286,900520,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079502/total-contributions
1079501,s,3240,112,NOT PASSED,0,8846955,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079501/total-contributions
1079500,s,3240,112,NOT PASSED,0,36822860,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079500/total-contributions
1079507,s,3240,112,NOT PASSED,492684,1108049,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079507/total-contributions
1079504,s,3240,112,NOT PASSED,0,1401976,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079504/total-contributions
1079998,s,3240,112,PASSED,822515,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079998/total-contributions
1079991,s,3240,112,PASSED,3626612,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079991/total-contributions
1079993,s,3240,112,PASSED,3310290,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079993/total-contributions
1079510,s,3240,112,PASSED,9438630,13218646,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1079510/total-contributions
1080032,s,3240,112,NOT PASSED,36075,3575251,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1080032/total-contributions
1080028,s,3240,112,PASSED,393058,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1080028/total-contributions
1080026,s,3240,112,PASSED,4789979,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1080026/total-contributions
1080022,s,3240,112,PASSED,12354923,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1080022/total-contributions
1080496,s,3240,112,PASSED,8267382,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1080496/total-contributions
1080010,s,3240,112,PASSED,5378346,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1080010/total-contributions
1080016,s,3240,112,PASSED,11136566,0,"Agriculture Reform, Food, and Jobs Act of 2012",http://maplight.org/us-congress/bill/112-s-3240/1080016/total-contributions
1072531,s,3253,112,UNOPPOSED,3956453,0,,http://maplight.org/us-congress/bill/112-s-3253/1072531/total-contributions
1105454,s,3254,112,PASSED,0,1287249,National Defense Authorization Act for Fiscal Year 2013,http://maplight.org/us-congress/bill/112-s-3254/1105454/total-contributions
1105499,s,3254,112,NOT PASSED,8313494,0,National Defense Authorization Act for Fiscal Year 2013,http://maplight.org/us-congress/bill/112-s-3254/1105499/total-contributions
1105365,s,3254,112,PASSED,19821835,0,National Defense Authorization Act for Fiscal Year 2013,http://maplight.org/us-congress/bill/112-s-3254/1105365/total-contributions
1019110,hr,3261,112,UNOPPOSED,95050314,15114246,,http://maplight.org/us-congress/bill/112-hr-3261/1019110/total-contributions
1019394,hr,3269,112,UNOPPOSED,24344377,0,,http://maplight.org/us-congress/bill/112-hr-3269/1019394/total-contributions
1019963,hr,3286,112,UNOPPOSED,13129711,0,,http://maplight.org/us-congress/bill/112-hr-3286/1019963/total-contributions
1019968,hr,3289,112,UNOPPOSED,20907296,0,,http://maplight.org/us-congress/bill/112-hr-3289/1019968/total-contributions
1020290,hr,3307,112,UNOPPOSED,19223018,0,,http://maplight.org/us-congress/bill/112-hr-3307/1020290/total-contributions
1020291,hr,3308,112,UNOPPOSED,8330715,0,,http://maplight.org/us-congress/bill/112-hr-3308/1020291/total-contributions
1020294,hr,3309,112,PASSED,14252153,9770749,Federal Communications Commission Process Reform Act of 2012,http://maplight.org/us-congress/bill/112-hr-3309/1020294/total-contributions
1052768,hr,3309,112,PASSED,14252153,9770749,Federal Communications Commission Process Reform Act of 2012,http://maplight.org/us-congress/bill/112-hr-3309/1052768/total-contributions
1020298,hr,3313,112,UNOPPOSED,82109098,10333151,,http://maplight.org/us-congress/bill/112-hr-3313/1020298/total-contributions
1080576,s,3333,112,UNOPPOSED,5513026,0,,http://maplight.org/us-congress/bill/112-s-3333/1080576/total-contributions
1060965,hr,3336,112,PASSED,27463219,349403,Small Business Credit Availability Act',http://maplight.org/us-congress/bill/112-hr-3336/1060965/total-contributions
1020662,hr,3336,112,PASSED,27463219,349403,Small Business Credit Availability Act',http://maplight.org/us-congress/bill/112-hr-3336/1020662/total-contributions
1081079,s,3338,112,UNOPPOSED,8312512,0,,http://maplight.org/us-congress/bill/112-s-3338/1081079/total-contributions
1020667,hr,3339,112,UNOPPOSED,8407281,0,,http://maplight.org/us-congress/bill/112-hr-3339/1020667/total-contributions
1082523,s,3342,112,UNOPPOSED,6091614,39650,,http://maplight.org/us-congress/bill/112-s-3342/1082523/total-contributions
1082526,s,3345,112,UNOPPOSED,5904719,0,,http://maplight.org/us-congress/bill/112-s-3345/1082526/total-contributions
1020678,hr,3346,112,UNOPPOSED,23568093,0,,http://maplight.org/us-congress/bill/112-hr-3346/1020678/total-contributions
1083293,s,3356,112,UNOPPOSED,4138143,0,,http://maplight.org/us-congress/bill/112-s-3356/1083293/total-contributions
1086345,s,3364,112,NOT PASSED,0,2037144,,http://maplight.org/us-congress/bill/112-s-3364/1086345/total-contributions
1086036,s,3369,112,NOT PASSED,35658121,74225970,,http://maplight.org/us-congress/bill/112-s-3369/1086036/total-contributions
1085620,s,3369,112,UNOPPOSED,36056570,11248300,,http://maplight.org/us-congress/bill/112-s-3369/1085620/total-contributions
1021452,hr,3400,112,UNOPPOSED,8330715,0,,http://maplight.org/us-congress/bill/112-hr-3400/1021452/total-contributions
1086562,s,3406,112,UNOPPOSED,7859443,152167,,http://maplight.org/us-congress/bill/112-s-3406/1086562/total-contributions
1021635,hr,3407,112,UNOPPOSED,9194015,1614197,,http://maplight.org/us-congress/bill/112-hr-3407/1021635/total-contributions
1035328,hr,3408,112,PASSED,27345822,530065,Alaskan Energy for American Jobs Act,http://maplight.org/us-congress/bill/112-hr-3408/1035328/total-contributions
1021637,hr,3409,112,PASSED,17505178,2844781,Stop the War on Coal Act of 2012,http://maplight.org/us-congress/bill/112-hr-3409/1021637/total-contributions
1102540,hr,3409,112,PASSED,17505178,2844781,Stop the War on Coal Act of 2012,http://maplight.org/us-congress/bill/112-hr-3409/1102540/total-contributions
1021638,hr,3410,112,UNOPPOSED,201779,1614197,,http://maplight.org/us-congress/bill/112-hr-3410/1021638/total-contributions
1086569,s,3412,112,PASSED,20719230,11588764,Middle Class Tax Cut Act,http://maplight.org/us-congress/bill/112-s-3412/1086569/total-contributions
1086891,s,3412,112,PASSED,20719230,11588764,Middle Class Tax Cut Act,http://maplight.org/us-congress/bill/112-s-3412/1086891/total-contributions
1086570,s,3413,112,UNOPPOSED,9593368,750,,http://maplight.org/us-congress/bill/112-s-3413/1086570/total-contributions
1087111,s,3414,112,PASSED,8809245,20468787,,http://maplight.org/us-congress/bill/112-s-3414/1087111/total-contributions
1088015,s,3414,112,NOT PASSED,8848145,58658265,,http://maplight.org/us-congress/bill/112-s-3414/1088015/total-contributions
1086873,s,3426,112,UNOPPOSED,750,0,,http://maplight.org/us-congress/bill/112-s-3426/1086873/total-contributions
1086875,s,3428,112,UNOPPOSED,3726218,492684,,http://maplight.org/us-congress/bill/112-s-3428/1086875/total-contributions
1087079,s,3430,112,UNOPPOSED,12003244,0,,http://maplight.org/us-congress/bill/112-s-3430/1087079/total-contributions
1021773,hr,3432,112,UNOPPOSED,1827347,0,,http://maplight.org/us-congress/bill/112-hr-3432/1021773/total-contributions
1087218,s,3445,112,UNOPPOSED,2419512,0,,http://maplight.org/us-congress/bill/112-s-3445/1087218/total-contributions
1087226,s,3453,112,UNOPPOSED,7896860,0,,http://maplight.org/us-congress/bill/112-s-3453/1087226/total-contributions
1108936,s,3454,112,PASSED,0,8185458,Intelligence Authorization Act for Fiscal Year 2013,http://maplight.org/us-congress/bill/112-s-3454/1108936/total-contributions
1108695,s,3454,112,PASSED,0,20428753,Intelligence Authorization Act for Fiscal Year 2013,http://maplight.org/us-congress/bill/112-s-3454/1108695/total-contributions
1022175,hr,3461,112,UNOPPOSED,14223573,0,,http://maplight.org/us-congress/bill/112-hr-3461/1022175/total-contributions
1023402,hr,3463,112,PASSED,0,3205990,To Reduce Federal Spending and the Deficit by Terminating Taxpayer Financing of Presidential Election Campaigns and Party Conventions and by Terminating the Election Assistance Commission.,http://maplight.org/us-congress/bill/112-hr-3463/1023402/total-contributions
1022187,hr,3467,112,UNOPPOSED,14734739,0,,http://maplight.org/us-congress/bill/112-hr-3467/1022187/total-contributions
1087830,s,3468,112,UNOPPOSED,556835,28402872,,http://maplight.org/us-congress/bill/112-s-3468/1087830/total-contributions
1088252,s,3485,112,UNOPPOSED,206992262,0,,http://maplight.org/us-congress/bill/112-s-3485/1088252/total-contributions
1022511,hr,3497,112,UNOPPOSED,17775617,0,,http://maplight.org/us-congress/bill/112-hr-3497/1022511/total-contributions
1023348,hr,3509,112,UNOPPOSED,6870957,0,,http://maplight.org/us-congress/bill/112-hr-3509/1023348/total-contributions
1088293,s,3520,112,UNOPPOSED,1971992,0,,http://maplight.org/us-congress/bill/112-s-3520/1088293/total-contributions
1096958,s,3521,112,UNOPPOSED,2765128,0,Expedited Legislative Line-Item Veto and Rescissions Act of 2012,http://maplight.org/us-congress/bill/112-s-3521/1096958/total-contributions
1023372,hr,3521,112,PASSED,8329715,1446740,Expedited Legislative Line-Item Veto and Rescissions Act of 2012,http://maplight.org/us-congress/bill/112-hr-3521/1023372/total-contributions
1033620,hr,3521,112,PASSED,8329715,1446740,Expedited Legislative Line-Item Veto and Rescissions Act of 2012,http://maplight.org/us-congress/bill/112-hr-3521/1033620/total-contributions
1061747,hr,3523,112,PASSED,76876311,22554581,Cyber Intelligence Sharing and Protection Act,http://maplight.org/us-congress/bill/112-hr-3523/1061747/total-contributions
1105131,s,3525,112,PASSED,944923,228355,,http://maplight.org/us-congress/bill/112-s-3525/1105131/total-contributions
1099380,s,3525,112,UNOPPOSED,474107,3310922,,http://maplight.org/us-congress/bill/112-s-3525/1099380/total-contributions
1023380,hr,3527,112,UNOPPOSED,20346060,0,,http://maplight.org/us-congress/bill/112-hr-3527/1023380/total-contributions
1023781,hr,3533,112,UNOPPOSED,11179976,5000147,,http://maplight.org/us-congress/bill/112-hr-3533/1023781/total-contributions
1069725,hr,3534,112,PASSED,12643891,0,Security in Bonding Act of 2012,http://maplight.org/us-congress/bill/112-hr-3534/1069725/total-contributions
1023786,hr,3536,112,UNOPPOSED,8171251,0,,http://maplight.org/us-congress/bill/112-hr-3536/1023786/total-contributions
1106630,s,3542,112,PASSED,2302459,0,No-Hassle Flying Act of 2012,http://maplight.org/us-congress/bill/112-s-3542/1106630/total-contributions
1023909,hr,3548,112,UNOPPOSED,26341093,1614197,,http://maplight.org/us-congress/bill/112-hr-3548/1023909/total-contributions
1023920,hr,3553,112,UNOPPOSED,4811991,0,,http://maplight.org/us-congress/bill/112-hr-3553/1023920/total-contributions
1101225,s,3558,112,UNOPPOSED,0,4115347,,http://maplight.org/us-congress/bill/112-s-3558/1101225/total-contributions
1033259,hr,3581,112,PASSED,8329715,3831947,Budget and Accounting Transparency Act of 2012,http://maplight.org/us-congress/bill/112-hr-3581/1033259/total-contributions
1102514,s,3582,112,UNOPPOSED,9408877,0,,http://maplight.org/us-congress/bill/112-s-3582/1102514/total-contributions
1024385,hr,3582,112,PASSED,8684988,0,Pro-Growth Budgeting Act of 2012,http://maplight.org/us-congress/bill/112-hr-3582/1024385/total-contributions
1031945,hr,3582,112,PASSED,8684988,0,Pro-Growth Budgeting Act of 2012,http://maplight.org/us-congress/bill/112-hr-3582/1031945/total-contributions
1102523,s,3591,112,UNOPPOSED,48562508,0,,http://maplight.org/us-congress/bill/112-s-3591/1102523/total-contributions
1024629,hr,3606,112,PASSED,21136151,1647624,Jumpstart Our Business Startups Act,http://maplight.org/us-congress/bill/112-hr-3606/1024629/total-contributions
1049703,hr,3606,112,PASSED,25330579,2004445,Jumpstart Our Business Startups Act,http://maplight.org/us-congress/bill/112-hr-3606/1049703/total-contributions
1052764,hr,3606,112,PASSED,21136151,1647624,Jumpstart Our Business Startups Act,http://maplight.org/us-congress/bill/112-hr-3606/1052764/total-contributions
1044936,hr,3606,112,PASSED,21144651,1648124,Jumpstart Our Business Startups Act,http://maplight.org/us-congress/bill/112-hr-3606/1044936/total-contributions
1102959,s,3609,112,UNOPPOSED,5491413,3136200,,http://maplight.org/us-congress/bill/112-s-3609/1102959/total-contributions
1024880,hr,3630,112,PASSED,97120544,20683799,Middle Class Tax Relief and Job Creation Act of 2012,http://maplight.org/us-congress/bill/112-hr-3630/1024880/total-contributions
1025470,hr,3630,112,PASSED,0,8853924,Middle Class Tax Relief and Job Creation Act of 2012,http://maplight.org/us-congress/bill/112-hr-3630/1025470/total-contributions
1025510,hr,3630,112,PASSED,87705667,20390127,Middle Class Tax Relief and Job Creation Act of 2012,http://maplight.org/us-congress/bill/112-hr-3630/1025510/total-contributions
1035339,hr,3630,112,PASSED,84644723,20390127,Middle Class Tax Relief and Job Creation Act of 2012,http://maplight.org/us-congress/bill/112-hr-3630/1035339/total-contributions
1024737,hr,3630,112,PASSED,84644723,20390127,Middle Class Tax Relief and Job Creation Act of 2012,http://maplight.org/us-congress/bill/112-hr-3630/1024737/total-contributions
1105311,s,3637,112,UNOPPOSED,30157290,10096022,,http://maplight.org/us-congress/bill/112-s-3637/1105311/total-contributions
1105361,s,3639,112,UNOPPOSED,0,932341,,http://maplight.org/us-congress/bill/112-s-3639/1105361/total-contributions
1025212,hr,3659,112,PASSED,479850,0,Welfare Integrity and Data Improvement Act,http://maplight.org/us-congress/bill/112-hr-3659/1025212/total-contributions
1025113,hr,3662,112,UNOPPOSED,8574726,2353254,,http://maplight.org/us-congress/bill/112-hr-3662/1025113/total-contributions
1025232,hr,3675,112,UNOPPOSED,15539801,10231666,,http://maplight.org/us-congress/bill/112-hr-3675/1025232/total-contributions
1025238,hr,3677,112,UNOPPOSED,945039,0,,http://maplight.org/us-congress/bill/112-hr-3677/1025238/total-contributions
1025397,hr,3699,112,UNOPPOSED,4743146,4779671,,http://maplight.org/us-congress/bill/112-hr-3699/1025397/total-contributions
1025400,hr,3702,112,UNOPPOSED,12613869,0,,http://maplight.org/us-congress/bill/112-hr-3702/1025400/total-contributions
1025650,hr,3737,112,UNOPPOSED,9296030,0,,http://maplight.org/us-congress/bill/112-hr-3737/1025650/total-contributions
1027317,hr,3773,112,UNOPPOSED,8996082,762576,,http://maplight.org/us-congress/bill/112-hr-3773/1027317/total-contributions
1027411,hr,3782,112,UNOPPOSED,18526956,862203,,http://maplight.org/us-congress/bill/112-hr-3782/1027411/total-contributions
1027421,hr,3786,112,UNOPPOSED,732440,0,,http://maplight.org/us-congress/bill/112-hr-3786/1027421/total-contributions
1029629,hr,3798,112,UNOPPOSED,606050,4014558,,http://maplight.org/us-congress/bill/112-hr-3798/1029629/total-contributions
1029895,hr,3813,112,UNOPPOSED,0,4669161,,http://maplight.org/us-congress/bill/112-hr-3813/1029895/total-contributions
1063368,hr,3834,112,PASSED,29877162,0,Advancing America's Networking and Information Technology Research and Development Act of 2012,http://maplight.org/us-congress/bill/112-hr-3834/1063368/total-contributions
1031195,hr,3850,112,UNOPPOSED,535500,3438853,,http://maplight.org/us-congress/bill/112-hr-3850/1031195/total-contributions
1031198,hr,3851,112,UNOPPOSED,729940,1201654,,http://maplight.org/us-congress/bill/112-hr-3851/1031198/total-contributions
1031877,hr,3862,112,UNOPPOSED,56955669,0,,http://maplight.org/us-congress/bill/112-hr-3862/1031877/total-contributions
1031879,hr,3864,112,UNOPPOSED,0,35526359,,http://maplight.org/us-congress/bill/112-hr-3864/1031879/total-contributions
1031896,hr,3877,112,UNOPPOSED,3651724,0,,http://maplight.org/us-congress/bill/112-hr-3877/1031896/total-contributions
1032674,hr,3893,112,UNOPPOSED,45681561,0,,http://maplight.org/us-congress/bill/112-hr-3893/1032674/total-contributions
1033190,hr,3897,112,UNOPPOSED,8883034,5418282,,http://maplight.org/us-congress/bill/112-hr-3897/1033190/total-contributions
1033203,hr,3903,112,UNOPPOSED,10349145,850251,,http://maplight.org/us-congress/bill/112-hr-3903/1033203/total-contributions
1033573,hr,3973,112,UNOPPOSED,3249734,1623645,,http://maplight.org/us-congress/bill/112-hr-3973/1033573/total-contributions
1033842,hr,3980,112,UNOPPOSED,4810541,1211154,,http://maplight.org/us-congress/bill/112-hr-3980/1033842/total-contributions
1033847,hr,3985,112,UNOPPOSED,45852727,0,,http://maplight.org/us-congress/bill/112-hr-3985/1033847/total-contributions
1033849,hr,3987,112,UNOPPOSED,46702909,0,,http://maplight.org/us-congress/bill/112-hr-3987/1033849/total-contributions
1034072,hr,3989,112,UNOPPOSED,34450,8243088,,http://maplight.org/us-congress/bill/112-hr-3989/1034072/total-contributions
1034073,hr,3990,112,UNOPPOSED,1489190,22462002,,http://maplight.org/us-congress/bill/112-hr-3990/1034073/total-contributions
1034107,hr,4010,112,UNOPPOSED,6793682,61489051,,http://maplight.org/us-congress/bill/112-hr-4010/1034107/total-contributions
1106518,hr,4014,112,PASSED,12883541,0,To Amend the Federal Deposit Insurance Act with Respect to Information Provided to the Bureau of Consumer Financial Protection.,http://maplight.org/us-congress/bill/112-hr-4014/1106518/total-contributions
1052725,hr,4014,112,PASSED,13546886,0,To Amend the Federal Deposit Insurance Act with Respect to Information Provided to the Bureau of Consumer Financial Protection.,http://maplight.org/us-congress/bill/112-hr-4014/1052725/total-contributions
1034487,hr,4015,112,UNOPPOSED,0,26156970,,http://maplight.org/us-congress/bill/112-hr-4015/1034487/total-contributions
1034999,hr,4016,112,UNOPPOSED,0,16464728,,http://maplight.org/us-congress/bill/112-hr-4016/1034999/total-contributions
1035000,hr,4017,112,UNOPPOSED,26578145,0,,http://maplight.org/us-congress/bill/112-hr-4017/1035000/total-contributions
1035005,hr,4019,112,UNOPPOSED,12034697,0,,http://maplight.org/us-congress/bill/112-hr-4019/1035005/total-contributions
1074633,hr,4041,112,PASSED,835284,0,Export Promotion Reform Act,http://maplight.org/us-congress/bill/112-hr-4041/1074633/total-contributions
1087093,hr,4078,112,PASSED,65979193,34533504,Red Tape Reduction and Small Business Job Creation Act,http://maplight.org/us-congress/bill/112-hr-4078/1087093/total-contributions
1035931,hr,4081,112,UNOPPOSED,13201882,3718589,,http://maplight.org/us-congress/bill/112-hr-4081/1035931/total-contributions
1057717,hr,4089,112,PASSED,1938794,1827258,Sportsmen's Heritage Act of 2012,http://maplight.org/us-congress/bill/112-hr-4089/1057717/total-contributions
1042425,hr,4094,112,UNOPPOSED,1326790,0,,http://maplight.org/us-congress/bill/112-hr-4094/1042425/total-contributions
1042428,hr,4095,112,UNOPPOSED,10309325,9549454,,http://maplight.org/us-congress/bill/112-hr-4095/1042428/total-contributions
1043048,hr,4121,112,UNOPPOSED,7774766,0,,http://maplight.org/us-congress/bill/112-hr-4121/1043048/total-contributions
1043653,hr,4132,112,UNOPPOSED,3294364,0,,http://maplight.org/us-congress/bill/112-hr-4132/1043653/total-contributions
1043654,hr,4133,112,PASSED,6476340,190087,United States-Israel Enhanced Security Cooperation Act of 2012,http://maplight.org/us-congress/bill/112-hr-4133/1043654/total-contributions
1067181,hr,4133,112,PASSED,6476340,190087,United States-Israel Enhanced Security Cooperation Act of 2013,http://maplight.org/us-congress/bill/112-hr-4133/1067181/total-contributions
1086785,hr,4157,112,PASSED,9108367,2571603,Preserving America's Family Farms Act,http://maplight.org/us-congress/bill/112-hr-4157/1086785/total-contributions
1045929,hr,4175,112,UNOPPOSED,9643137,8500,,http://maplight.org/us-congress/bill/112-hr-4175/1045929/total-contributions
1046518,hr,4196,112,UNOPPOSED,72097217,0,,http://maplight.org/us-congress/bill/112-hr-4196/1046518/total-contributions
1049584,hr,4203,112,UNOPPOSED,4333913,0,,http://maplight.org/us-congress/bill/112-hr-4203/1049584/total-contributions
1049558,hr,4206,112,UNOPPOSED,979962,8322215,,http://maplight.org/us-congress/bill/112-hr-4206/1049558/total-contributions
1049618,hr,4216,112,UNOPPOSED,15333134,0,,http://maplight.org/us-congress/bill/112-hr-4216/1049618/total-contributions
1049667,hr,4234,112,UNOPPOSED,2076934,1617108,,http://maplight.org/us-congress/bill/112-hr-4234/1049667/total-contributions
1054662,hr,4239,112,NOT PASSED,0,8503544,,http://maplight.org/us-congress/bill/112-hr-4239/1054662/total-contributions
1051114,hr,4254,112,UNOPPOSED,10072780,0,,http://maplight.org/us-congress/bill/112-hr-4254/1051114/total-contributions
1052748,hr,4256,112,UNOPPOSED,9217319,2063631,,http://maplight.org/us-congress/bill/112-hr-4256/1052748/total-contributions
1062406,hr,4257,112,PASSED,27830186,0,Federal Information Security Amendments Act of 2012,http://maplight.org/us-congress/bill/112-hr-4257/1062406/total-contributions
1053192,hr,4263,112,UNOPPOSED,154595,7482177,,http://maplight.org/us-congress/bill/112-hr-4263/1053192/total-contributions
1099381,hr,4264,112,PASSED,7669815,0,,http://maplight.org/us-congress/bill/112-hr-4264/1099381/total-contributions
1053205,hr,4271,112,UNOPPOSED,6730628,8322215,,http://maplight.org/us-congress/bill/112-hr-4271/1053205/total-contributions
1087626,hr,4273,112,PASSED,6951276,1628139,Resolving Environmental and Grid Reliability Conflicts Act of 2012,http://maplight.org/us-congress/bill/112-hr-4273/1087626/total-contributions
1053678,hr,4278,112,UNOPPOSED,8203279,1617108,,http://maplight.org/us-congress/bill/112-hr-4278/1053678/total-contributions
1054690,hr,4281,112,PASSED,5665228,127400,Surface Transportation Extension Act of 2012,http://maplight.org/us-congress/bill/112-hr-4281/1054690/total-contributions
1053719,hr,4281,112,PASSED,6162843,127850,Surface Transportation Extension Act of 2012,http://maplight.org/us-congress/bill/112-hr-4281/1053719/total-contributions
1053693,hr,4284,112,UNOPPOSED,28336825,0,,http://maplight.org/us-congress/bill/112-hr-4284/1053693/total-contributions
1054711,hr,4296,112,UNOPPOSED,10456750,3683,,http://maplight.org/us-congress/bill/112-hr-4296/1054711/total-contributions
1054712,hr,4297,112,UNOPPOSED,0,23813457,,http://maplight.org/us-congress/bill/112-hr-4297/1054712/total-contributions
1054758,hr,4321,112,UNOPPOSED,2457682,0,,http://maplight.org/us-congress/bill/112-hr-4321/1054758/total-contributions
1054767,hr,4326,112,UNOPPOSED,1889234,0,,http://maplight.org/us-congress/bill/112-hr-4326/1054767/total-contributions
1054854,hr,4345,112,UNOPPOSED,0,23238325,,http://maplight.org/us-congress/bill/112-hr-4345/1054854/total-contributions
1071068,hr,4348,112,PASSED,1266000,680689,MAP-21,http://maplight.org/us-congress/bill/112-hr-4348/1071068/total-contributions
1060906,hr,4348,112,PASSED,1916347,16308041,MAP-21,http://maplight.org/us-congress/bill/112-hr-4348/1060906/total-contributions
1059084,hr,4348,112,PASSED,1339863,0,MAP-21,http://maplight.org/us-congress/bill/112-hr-4348/1059084/total-contributions
1059087,hr,4348,112,PASSED,3773777,0,MAP-21,http://maplight.org/us-congress/bill/112-hr-4348/1059087/total-contributions
1058464,hr,4348,112,PASSED,2445983,0,MAP-21,http://maplight.org/us-congress/bill/112-hr-4348/1058464/total-contributions
1058466,hr,4348,112,PASSED,182329,5656360,MAP-21,http://maplight.org/us-congress/bill/112-hr-4348/1058466/total-contributions
1076974,hr,4348,112,NOT PASSED,8321215,531254,MAP-21,http://maplight.org/us-congress/bill/112-hr-4348/1076974/total-contributions
1083308,hr,4348,112,PASSED,18479857,13013470,MAP-21,http://maplight.org/us-congress/bill/112-hr-4348/1083308/total-contributions
1085350,hr,4367,112,PASSED,19631750,478,To Amend the Electronic Fund Transfer Act to Limit the Fee Disclosure Requirement for an Automatic Teller Machine to the Screen of That Machine.,http://maplight.org/us-congress/bill/112-hr-4367/1085350/total-contributions
1106520,hr,4367,112,PASSED,20171445,750,To Amend the Electronic Fund Transfer Act to Limit the Fee Disclosure Requirement for an Automatic Teller Machine to the Screen of That Machine.,http://maplight.org/us-congress/bill/112-hr-4367/1106520/total-contributions
1059103,hr,4381,112,UNOPPOSED,3224343,1785043,,http://maplight.org/us-congress/bill/112-hr-4381/1059103/total-contributions
1059104,hr,4382,112,UNOPPOSED,6118426,1620791,,http://maplight.org/us-congress/bill/112-hr-4382/1059104/total-contributions
1059105,hr,4383,112,UNOPPOSED,3224343,1785043,,http://maplight.org/us-congress/bill/112-hr-4383/1059105/total-contributions
